imageId,optionId,imageUrl
64,32,/cases/x-flipcover/orange/orange-front.png
65,33,/cases/x-flipcover/gray/gray-front.png
66,34,/cases/x-silicone/red/red-back.png
67,35,/cases/x-silicone/black/black-back.png
68,36,/cases/x-silicone/white/white-back.png
69,37,/cases/x-silicone/blue/blue-back.png
70,38,/cases/x-translucent/clear/clear-back.png
71,39,/cases/x-translucent/gray/gray-back.png
72,40,/cases/x-hard-graft-case/ocean/ocean-front.png
73,40,/cases/x-hard-graft-case/ocean/ocean-back.png
74,40,/cases/x-hard-graft-case/ocean/ocean-side.png
75,41,/cases/x-hard-graft-case/ocean/neutral-front.png
76,41,/cases/x-hard-graft-case/ocean/neutral-back.png
77,41,/cases/x-hard-graft-case/ocean/neutral-side.png
78,42,/cases/powerbank-silicone/black/black-front.png
79,43,/cases/powerbank-silicone/white/white-front.png
80,44,/cases/powerbank-silicone/green/green-front.png
81,45,/cases/powerbank-silicone/blue/blue-front.png
82,46,/cases/iphone6-6s-case/sandstone/back.png
83,46,/cases/iphone6-6s-case/sandstone/back-side-left.png
84,47,/screen-protectors/3-3t-curved-glass/black/box.png
85,47,/screen-protectors/3-3t-curved-glass/black/black-front.png
86,48,/screen-protectors/3-3t-curved-glass/white/box.png
87,48,/screen-protectors/3-3t-curved-glass/white/white-front.png
88,49,/screen-protectors/3-3t-glass/box.png
89,49,/screen-protectors/3-3t-glass/front.png
90,49,/screen-protectors/3-3t-glass/front-side-right.png
91,49,/screen-protectors/3-3t-glass/front-side-horizontal.png
92,50,/screen-protectors/2-premium/box.png
93,51,/screen-protectors/x-glass/box.png
94,52,/screen-protectors/x-premium/box.png
95,53,/chargers/dash-power-adapter/front.png
96,54,/chargers/dash-power-adapter/front.png
97,55,/cables/dash-cable/100/side.png
98,56,/cables/dash-cable/150/side.png
99,57,/cables/c-otg/side-stretched.png
100,57,/cables/c-otg/side-curled.png
101,58,/chargers/dash-car-charger/side-right.png
102,58,/chargers/dash-car-charger/top-down.png
103,58,/chargers/dash-car-charger/included-cable.png
104,59,/cables/micro-usb/150/side.png
105,60,/cables/micro-usb-otg/side-curled.png
106,61,/chargers/usb-power-adapter/side.png
107,62,/power-banks/oneplus-power-bank/black/front.png
108,63,/power-banks/oneplus-power-bank/white/front.png
109,64,/audio/bullets-v2/black/front.png
110,65,/audio/bullets-v2/white/front.png
111,66,/audio/icons/gold/front.png
112,67,/audio/icons/graphite/front.png
113,68,/gear/oneplus-travel-backpack/side-left.png
114,68,/gear/oneplus-travel-backpack/front.png
115,68,/gear/oneplus-travel-backpack/back.png
116,69,/gear/oneplus-travel-messenger/black/side-left.png
117,70,/gear/oneplus-travel-messenger/blue-gray/side-left.png
118,71,/gear/oneplus-leather-messenger/side-left.png
119,71,/gear/oneplus-leather-messenger/side.png
120,71,/gear/oneplus-leather-messenger/back.png
121,72,/gear/oneplus-ns-tshirt/front.png
122,73,/gear/oneplus-ns-tshirt/front.png
123,74,/gear/oneplus-ns-tshirt/front.png
124,75,/gear/oneplus-ns-tshirt/front.png
125,76,/gear/oneplus-ns-tshirt/front.png
126,77,/gear/oneplus-ns-tshirt/front.png
127,78,/gear/oneplus-ns-tshirt/front.png
128,79,/gear/oneplus-ns-tshirt/front.png
129,80,/gear/oneplus-dash-tshirt/front.png
130,81,/gear/oneplus-dash-tshirt/front.png
131,82,/gear/oneplus-dash-tshirt/front.png
132,83,/gear/oneplus-dash-tshirt/front.png
133,84,/gear/oneplus-dash-tshirt/front.png
134,85,/gear/oneplus-dash-tshirt/front.png
135,86,/gear/oneplus-dash-tshirt/front.png
136,87,/gear/oneplus-dash-tshirt/front.png
137,88,/oneplus3t/3t.png
138,88,/oneplus3t/3t-back.png
139,89,/oneplus3t/3t-gold.png
140,89,/oneplus3t/3t-back.png
